test,type,interactions,elapsed_time,find_type
test_base,memalloc,1511,8.0380001068,worst_fit
test_base,memalloc,1511,9.4250001907,null
test_base,std,1511,0.1090000048,std
test_base,memalloc,1521,7.5180001259,first_fit
test_base,memalloc,1521,7.8590002060,worst_fit
test_base,memalloc,1521,7.0380001068,null
test_base,std,1521,0.1180000082,std
test_base,memalloc,1531,7.7780003548,first_fit
test_base,memalloc,1531,7.5630002022,worst_fit
test_base,memalloc,1531,7.4400005341,null
test_base,std,1531,0.1560000032,std
test_base,memalloc,1541,9.2870006561,first_fit
test_base,memalloc,1541,7.2850003242,worst_fit
test_base,memalloc,1541,17.8490009308,null
test_base,std,1541,0.1710000038,std
test_base,memalloc,1551,7.5080003738,first_fit
test_base,memalloc,1551,10.5840005875,worst_fit
test_base,memalloc,1551,7.9850006104,null
test_base,std,1551,0.2030000091,std
test_base,memalloc,1561,12.4420003891,first_fit
test_base,memalloc,1561,7.8930006027,worst_fit
test_base,memalloc,1561,9.8950004578,null
test_base,std,1561,0.0910000056,std
test_base,memalloc,1571,7.2840003967,first_fit
test_base,memalloc,1571,7.1750001907,worst_fit
test_base,memalloc,1571,9.4110002518,null
test_base,std,1571,0.1270000041,std
test_base,memalloc,1581,8.8450002670,first_fit
test_base,memalloc,1581,7.7570004463,worst_fit
test_base,memalloc,1581,9.7540006638,null
test_base,std,1581,0.2540000081,std
test_base,memalloc,1591,6.6720004082,first_fit
test_base,memalloc,1591,6.9100003242,worst_fit
test_base,memalloc,1591,7.2360005379,null
test_base,std,1591,0.0910000056,std
test_base,memalloc,1601,6.9590001106,first_fit
test_base,memalloc,1601,8.4540004730,worst_fit
test_base,memalloc,1601,8.4360008240,null
test_base,std,1601,0.1570000052,std
test_base,memalloc,1611,9.1590003967,first_fit
test_base,memalloc,1611,7.6020002365,worst_fit
test_base,memalloc,1611,9.1210002899,null
test_base,std,1611,0.1050000042,std
test_base,memalloc,1621,7.1580004692,first_fit
