test,type,interactions,elapsed_time,find_type
test_base,memalloc,991,0.008000,null
test_base,std,991,0.002000,std
test_base,memalloc,1001,0.008000,first_fit
test_base,memalloc,1001,0.008000,worst_fit
test_base,memalloc,1001,0.009000,null
test_base,std,1001,0.002000,std
test_base,memalloc,1011,0.007000,first_fit
test_base,memalloc,1011,0.013000,worst_fit
test_base,memalloc,1011,0.010000,null
test_base,std,1011,0.002000,std
test_base,memalloc,1021,0.008000,first_fit
test_base,memalloc,1021,0.012000,worst_fit
test_base,memalloc,1021,0.009000,null
test_base,std,1021,0.004000,std
test_base,memalloc,1031,0.014000,first_fit
test_base,memalloc,1031,0.010000,worst_fit
test_base,memalloc,1031,0.011000,null
test_base,std,1031,0.002000,std
test_base,memalloc,1041,0.009000,first_fit
test_base,memalloc,1041,0.010000,worst_fit
test_base,memalloc,1041,0.012000,null
test_base,std,1041,0.002000,std
test_base,memalloc,1051,0.009000,first_fit
test_base,memalloc,1051,0.011000,worst_fit
test_base,memalloc,1051,0.011000,null
test_base,std,1051,0.002000,std
test_base,memalloc,1061,0.007000,first_fit
test_base,memalloc,1061,0.008000,worst_fit
test_base,memalloc,1061,0.007000,null
test_base,std,1061,0.002000,std
test_base,memalloc,1071,0.008000,first_fit
test_base,memalloc,1071,0.009000,worst_fit
test_base,memalloc,1071,0.010000,null
test_base,std,1071,0.001000,std
test_base,memalloc,1081,0.009000,first_fit
test_base,memalloc,1081,0.010000,worst_fit
test_base,memalloc,1081,0.011000,null
test_base,std,1081,0.001000,std
test_base,memalloc,1091,0.007000,first_fit
test_base,memalloc,1091,0.008000,worst_fit
test_base,memalloc,1091,0.010000,null
test_base,std,1091,0.001000,std
test_base,memalloc,1101,0.008000,first_fit
test_base,memalloc,1101,0.007000,worst_fit
test_base,memalloc,1101,0.007000,null
test_base,std,1101,0.002000,std
test_base,memalloc,1111,0.007000,first_fit
test_base,memalloc,1111,0.010000,worst_fit
test_base,memalloc,1111,0.007000,null
test_base,std,1111,0.001000,std
test_base,memalloc,1121,0.008000,first_fit
test_base,memalloc,1121,0.013000,worst_fit
test_base,memalloc,1121,0.007000,null
test_base,std,1121,0.002000,std
test_base,memalloc,1131,0.007000,first_fit
test_base,memalloc,1131,0.008000,worst_fit
test_base,memalloc,1131,0.008000,null
test_base,std,1131,0.001000,std
test_base,memalloc,1141,0.009000,first_fit
test_base,memalloc,1141,0.008000,worst_fit
test_base,memalloc,1141,0.010000,null
test_base,std,1141,0.002000,std
test_base,memalloc,1151,0.008000,first_fit
test_base,memalloc,1151,0.008000,worst_fit
test_base,memalloc,1151,0.009000,null
test_base,std,1151,0.002000,std
test_base,memalloc,1161,0.008000,first_fit
test_base,memalloc,1161,0.008000,worst_fit
test_base,memalloc,1161,0.008000,null
test_base,std,1161,0.002000,std
test_base,memalloc,1171,0.009000,first_fit
test_base,memalloc,1171,0.008000,worst_fit
test_base,memalloc,1171,0.010000,null
test_base,std,1171,0.002000,std
test_base,memalloc,1181,0.009000,first_fit
test_base,memalloc,1181,0.008000,worst_fit
test_base,memalloc,1181,0.010000,null
test_base,std,1181,0.002000,std
test_base,memalloc,1191,0.008000,first_fit
test_base,memalloc,1191,0.007000,worst_fit
test_base,memalloc,1191,0.016000,null
test_base,std,1191,0.003000,std
test_base,memalloc,1201,0.011000,first_fit
test_base,memalloc,1201,0.008000,worst_fit
test_base,memalloc,1201,0.008000,null
test_base,std,1201,0.002000,std
test_base,memalloc,1211,0.008000,first_fit
