test,type,interactions,elapsed_time,find_type
test_base,memalloc,1591,19.757002,worst_fit
test_base,memalloc,1591,20.405001,null
test_base,std,1591,0.111000,std
test_base,memalloc,1601,20.559002,first_fit
test_base,memalloc,1601,21.107000,worst_fit
test_base,memalloc,1601,21.301001,null
test_base,std,1601,0.115000,std
test_base,memalloc,1611,20.198002,first_fit
test_base,memalloc,1611,20.293001,worst_fit
test_base,memalloc,1611,21.201965,null
test_base,std,1611,0.114000,std
test_base,memalloc,1621,21.368002,first_fit
test_base,memalloc,1621,21.395000,worst_fit
test_base,memalloc,1621,20.587002,null
test_base,std,1621,0.118000,std
test_base,memalloc,1631,20.525002,first_fit
test_base,memalloc,1631,21.169001,worst_fit
test_base,memalloc,1631,21.644001,null
test_base,std,1631,0.117000,std
test_base,memalloc,1641,21.381001,first_fit
test_base,memalloc,1641,20.850000,worst_fit
test_base,memalloc,1641,20.766001,null
test_base,std,1641,0.134000,std
test_base,memalloc,1651,22.956001,first_fit
test_base,memalloc,1651,20.953001,worst_fit
test_base,memalloc,1651,29.283001,null
test_base,std,1651,0.119000,std
test_base,memalloc,1661,20.760000,first_fit
test_base,memalloc,1661,20.445002,worst_fit
test_base,memalloc,1661,23.367001,null
test_base,std,1661,0.112000,std
test_base,memalloc,1671,21.731001,first_fit
test_base,memalloc,1671,20.916000,worst_fit
test_base,memalloc,1671,20.816002,null
test_base,std,1671,0.118000,std
test_base,memalloc,1681,23.531002,first_fit
test_base,memalloc,1681,23.684002,worst_fit
test_base,memalloc,1681,21.504002,null
test_base,std,1681,0.119000,std
test_base,memalloc,1691,21.123001,first_fit
test_base,memalloc,1691,22.099001,worst_fit
test_base,memalloc,1691,26.724001,null
test_base,std,1691,0.123000,std
test_base,memalloc,1701,23.807001,first_fit
test_base,memalloc,1701,21.532001,worst_fit
test_base,memalloc,1701,21.284000,null
test_base,std,1701,0.175000,std
test_base,memalloc,1711,22.248001,first_fit
test_base,memalloc,1711,24.034000,worst_fit
test_base,memalloc,1711,22.269001,null
test_base,std,1711,0.120000,std
test_base,memalloc,1721,21.425001,first_fit
test_base,memalloc,1721,29.670002,worst_fit
test_base,memalloc,1721,23.760000,null
test_base,std,1721,0.121000,std
test_base,memalloc,1731,25.107000,first_fit
test_base,memalloc,1731,22.530001,worst_fit
test_base,memalloc,1731,23.428955,null
test_base,std,1731,0.124000,std
test_base,memalloc,1741,24.873001,first_fit
test_base,memalloc,1741,27.449001,worst_fit
test_base,memalloc,1741,23.921001,null
test_base,std,1741,0.123000,std
test_base,memalloc,1751,22.321001,first_fit
test_base,memalloc,1751,22.029001,worst_fit
test_base,memalloc,1751,24.016001,null
test_base,std,1751,0.122000,std
